idx,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
345,Dream League Soccer 2018,GAME,4.6,9882639,74M,"100,000,000+",Free,0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up
346,Fruits Bomb,GAME,4.4,74673,17M,"10,000,000+",Free,0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up
347,Hill Climb Racing 2,GAME,4.6,2750410,Varies with device,"100,000,000+",Free,0,Everyone,Racing,"August 2, 2018",1.17.2,4.2 and up
348,Farm Fruit Pop: Party Time,GAME,4.4,9305,14M,"1,000,000+",Free,0,Everyone,Casual,"August 2, 2018",1.9.2,4.0.3 and up
349,Color by Number – New Coloring Book,GAME,4.7,141529,24M,"5,000,000+",Free,0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up
350,Extreme Car Driving Simulator,GAME,4.3,2251012,52M,"100,000,000+",Free,0,Everyone,Racing,"May 3, 2018",4.17.2,4.0 and up
351,Color Road,GAME,4.1,84911,71M,"10,000,000+",Free,0,Everyone,Arcade,"July 19, 2018",2.5.0,4.1 and up
352,Draw In,GAME,4.2,46416,73M,"10,000,000+",Free,0,Everyone,Arcade,"July 23, 2018",1.0.8,4.1 and up
353,Baseball Boy!,GAME,3.4,148177,78M,"10,000,000+",Free,0,Everyone,Arcade,"July 27, 2018",1.7.2,4.1 and up
354,Episode - Choose Your Story,GAME,4.3,1841061,Varies with device,"50,000,000+",Free,0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device
355,Hello Stars,GAME,4.6,101686,31M,"10,000,000+",Free,0,Everyone,Puzzle,"August 4, 2018",1.8.2,4.1 and up
356,Flip the Gun - Simulator Game,GAME,4.2,195558,86M,"10,000,000+",Free,0,Everyone,Arcade,"July 26, 2018",1.2,5.0 and up
357,Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,Varies with device,"10,000,000+",Free,0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up
358,Grim Soul: Dark Fantasy Survival,GAME,4.5,189773,95M,"5,000,000+",Free,0,Teen,Role Playing,"July 18, 2018",1.1.1,4.1 and up
359,DRAGON BALL LEGENDS,GAME,4.6,337752,48M,"5,000,000+",Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up
360,Disney Heroes: Battle Mode,GAME,4.6,102107,Varies with device,"5,000,000+",Free,0,Everyone 10+,Strategy,"July 31, 2018",1.2.2,Varies with device
361,Homescapes,GAME,4.6,3093358,Varies with device,"10,000,000+",Free,0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up
362,Hero Hunters,GAME,4.4,70747,99M,"5,000,000+",Free,0,Teen,Action,"July 31, 2018",1.7,4.4 and up
363,Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49M,"10,000,000+",Free,0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up
364,Dino War: Rise of Beasts,GAME,4.1,18996,81M,"1,000,000+",Free,0,Teen,Strategy,"August 1, 2018",1.5.2,4.1 and up
365,Guns of Glory,GAME,4.0,120592,77M,"10,000,000+",Free,0,Everyone 10+,Strategy,"July 31, 2018",2.0.2,4.0.3 and up
366,Final Fantasy XV: A New Empire,GAME,4.0,484981,Varies with device,"10,000,000+",Free,0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up
367,Chapters: Interactive Stories,GAME,4.5,73539,96M,"1,000,000+",Free,0,Mature 17+,Role Playing,"August 2, 2018",1.3.3,4.3 and up
368,Honkai Impact 3rd,GAME,4.7,59017,82M,"1,000,000+",Free,0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up
369,Farming Simulator 18,GAME,4.5,18125,15M,"100,000+",Paid,$4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up
370,Call of Duty:Black Ops Zombies,GAME,4.2,13004,46M,"100,000+",Paid,$6.99,Teen,Action,"December 20, 2016",1.0.11,2.3.3 and up
371,Angry Birds 2,GAME,4.6,3883589,57M,"100,000,000+",Free,0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up
372,Fallout Shelter,GAME,4.6,2719142,25M,"10,000,000+",Free,0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up
373,Best Fiends - Free Puzzle Game,GAME,4.6,1480189,Varies with device,"10,000,000+",Free,0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device
374,Choices: Stories You Play,GAME,4.6,807338,93M,"10,000,000+",Free,0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up
375,Game of Thrones: Conquest™,GAME,4.0,90218,97M,"1,000,000+",Free,0,Teen,Strategy,"August 3, 2018",1.8.225278,6.0 and up
376,FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,83M,"5,000,000+",Free,0,Teen,Role Playing,"July 17, 2018",3.0.2,4.0.3 and up
377,Fate/Grand Order (English),GAME,4.4,16601,55M,"500,000+",Free,0,Teen,Role Playing,"July 26, 2018",1.18.0,4.0 and up
378,Dungeon Hunter Champions: Epic Online Action RPG,GAME,4.2,26247,Varies with device,"1,000,000+",Free,0,Teen,Role Playing,"July 26, 2018",1.1.40,4.0.3 and up
379,Doodle Jump,GAME,4.3,1083571,Varies with device,"50,000,000+",Free,0,Everyone,Arcade,"July 20, 2018",Varies with device,Varies with device
380,Crossy Road,GAME,4.5,4230886,60M,"100,000,000+",Free,0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up
381,Dude Perfect 2,GAME,4.5,401425,70M,"10,000,000+",Free,0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up
382,Alto's Adventure,GAME,4.6,515657,63M,"10,000,000+",Free,0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up
383,DEER HUNTER 2018,GAME,4.3,955656,82M,"10,000,000+",Free,0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up
384,DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468591,Varies with device,"50,000,000+",Free,0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device
385,Anger of stick 5 : zombie,GAME,4.5,549039,23M,"50,000,000+",Free,0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up
386,CATS: Crash Arena Turbo Stars,GAME,4.7,1559650,Varies with device,"50,000,000+",Free,0,Everyone,Action,"July 9, 2018",2.11.1,4.1 and up
387,DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,54M,"10,000,000+",Free,0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up
388,Extreme Match,GAME,4.5,696,Varies with device,"100,000+",Free,0,Everyone,Action,"July 5, 2018",1.1.7,4.1 and up
389,Agar.io,GAME,4.2,3816799,32M,"100,000,000+",Free,0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up
390,Battlelands Royale,GAME,4.4,105620,61M,"1,000,000+",Free,0,Everyone 10+,Action,"July 16, 2018",0.5.8,4.1 and up
391,Arrow.io,GAME,4.5,343263,Varies with device,"10,000,000+",Free,0,Everyone 10+,Action,"August 6, 2018",1.2.6,4.0.3 and up
392,BEYBLADE BURST app,GAME,4.5,216849,Varies with device,"10,000,000+",Free,0,Everyone,Action;Action & Adventure,"July 16, 2018",Varies with device,Varies with device
393,Dragon Hills,GAME,4.5,354373,66M,"10,000,000+",Free,0,Everyone 10+,Action,"October 12, 2017",1.2.7,4.1 and up
394,DC Super Hero Girls™,GAME,4.3,43055,95M,"5,000,000+",Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up
395,Dinosaur Simulator: Dino World,GAME,4.0,26649,66M,"5,000,000+",Free,0,Teen,Action,"August 5, 2018",1.2,4.2 and up
396,GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75M,"50,000,000+",Free,0,Teen,Action,"August 1, 2018",2.6.61,4.0.3 and up
397,Bubble Shooter Genies,GAME,4.5,26985,41M,"5,000,000+",Free,0,Everyone,Casual,"June 4, 2018",1.9.1,4.0.3 and up
398,Blossom Blast Saga,GAME,4.5,1125438,63M,"10,000,000+",Free,0,Everyone,Casual,"July 5, 2018",57.0.8,4.0.3 and up
399,Candy Bomb,GAME,4.4,42145,20M,"10,000,000+",Free,0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up
400,Gems or jewels ?,GAME,4.7,171448,13M,"10,000,000+",Free,0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up
401,Fruit Block - Puzzle Legend,GAME,4.6,125647,33M,"10,000,000+",Free,0,Everyone,Casual,"July 23, 2018",60,4.1 and up
402,Bubble Shooter Space,GAME,4.2,4355,Varies with device,"1,000,000+",Free,0,Everyone,Casual,"July 17, 2017",1.6,2.3 and up
403,1LINE – One Line with One Touch,GAME,4.6,214878,10M,"10,000,000+",Free,0,Everyone,Board,"August 3, 2018",2.0.4,4.1 and up
404,Dog Run - Pet Dog Simulator,GAME,4.7,48615,24M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up
405,Coloring & Learn,FAMILY,4.4,12753,51M,"5,000,000+",Free,0,Everyone,Educational;Creativity,"July 17, 2018",1.49,4.0.3 and up
406,Educational Games 4 Kids,FAMILY,4.3,11618,39M,"5,000,000+",Free,0,Everyone,Educational;Education,"April 3, 2018",2.4,4.1 and up
407,Candy Pop Story,FAMILY,4.7,12948,23M,"1,000,000+",Free,0,Everyone,Casual;Brain Games,"May 24, 2018",2.0.3165,2.3 and up
408,Candy Smash,FAMILY,4.5,11436,15M,"1,000,000+",Free,0,Everyone,Casual;Brain Games,"April 17, 2018",2.2.3169,4.0.3 and up
409,Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20M,"500,000+",Free,0,Everyone,Casual;Brain Games,"February 1, 2018",1.0.3122,4.0.3 and up
410,Baby Panda Care,FAMILY,4.2,108795,49M,"10,000,000+",Free,0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up
411,Baby puzzles,FAMILY,4.3,11950,19M,"5,000,000+",Free,0,Everyone,Educational;Education,"July 12, 2018",6.1,4.0.3 and up
412,Garden Fruit Legend,FAMILY,4.6,4289,33M,"500,000+",Free,0,Everyone,Casual;Brain Games,"July 31, 2018",3.5.3183,4.0.3 and up
413,Candy Day,FAMILY,4.5,11716,48M,"1,000,000+",Free,0,Everyone,Casual;Brain Games,"August 3, 2018",8.4.3180,4.0 and up
414,ABC Kids - Tracing & Phonics,FAMILY,4.5,36606,Varies with device,"10,000,000+",Free,0,Everyone,Educational;Education,"June 22, 2018",Varies with device,4.0 and up
415,Barbie Magical Fashion,FAMILY,4.0,328619,15M,"10,000,000+",Free,0,Everyone,Casual;Creativity,"October 6, 2017",2.2,4.1 and up
416,Farming Simulator 14,FAMILY,4.5,530854,51M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up
417,Educational Games for Kids,FAMILY,4.5,7050,24M,"1,000,000+",Free,0,Everyone,Educational;Education,"May 27, 2018",2.0,4.0 and up
418,Hot Wheels: Race Off,FAMILY,4.5,520609,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"June 28, 2018",Varies with device,4.4 and up
419,Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63M,"100,000+",Free,0,Everyone 10+,Educational;Education,"July 27, 2018",1.0.89,4.4 and up
420,DisneyNOW – TV Shows & Games,FAMILY,4.3,82471,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up
421,Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43M,"1,000,000+",Free,0,Everyone,Educational;Education,"March 21, 2018",2.0.5.0,4.1 and up
422,Baby Panda’s Juice Shop,FAMILY,4.5,19230,45M,"5,000,000+",Free,0,Everyone,Educational;Brain Games,"July 12, 2018",8.25.10.01,4.0.3 and up
423,Dr. Panda Restaurant 3,FAMILY,4.2,11126,91M,"1,000,000+",Free,0,Everyone,Educational;Pretend Play,"March 23, 2018",1.6.4,4.1 and up
424,Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53M,"1,000,000+",Free,0,Everyone,Educational;Education,"July 16, 2018",2.0.7.4,4.1 and up
425,Happy Street,FAMILY,4.5,110877,Varies with device,"1,000,000+",Free,0,Everyone 10+,Casual;Action & Adventure,"March 28, 2018",Varies with device,Varies with device
426,Dr. Panda Town: Vacation,FAMILY,3.8,10366,78M,"1,000,000+",Free,0,Everyone,Education;Pretend Play,"July 24, 2018",1.2.1,4.1 and up
427,Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63M,"100,000+",Free,0,Everyone 10+,Simulation;Pretend Play,"August 6, 2018",149,4.1 and up
428,Basketball FRVR - Shoot the Hoop and Slam Dunk!,FAMILY,4.5,4076,Varies with device,"100,000+",Free,0,Everyone,Sports;Action & Adventure,"August 1, 2018",1.3.3,4.1 and up
429,Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93M,"500,000+",Free,0,Everyone,Racing;Action & Adventure,"August 31, 2017",1.1.9,4.1 and up
430,Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up
431,Equestria Girls,FAMILY,4.3,392596,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up
432,Doctor Pets,FAMILY,4.2,23060,21M,"1,000,000+",Free,0,Everyone,Educational;Education,"July 26, 2018",1.19,4.1 and up
433,Frozen Free Fall,FAMILY,4.3,1574197,37M,"50,000,000+",Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up
434,Dominos Game ✔️,FAMILY,4.1,2903,16M,"1,000,000+",Free,0,Everyone,Board;Brain Games,"July 5, 2018",5.2,4.1 and up
435,Checkers ✔️,FAMILY,4.1,3617,19M,"1,000,000+",Free,0,Everyone,Board;Brain Games,"July 24, 2018",4.0.2,4.1 and up
436,All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17M,"50,000+",Free,0,Everyone,Board;Brain Games,"June 13, 2018",20180609,4.0 and up
437,DreamWorks Friends,FAMILY,3.6,1042,48M,"100,000+",Free,0,Everyone,Role Playing;Pretend Play,"August 4, 2017",2.5,4.3 and up
438,Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5M,"50,000+",Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up
439,Fun Kid Racing - Motocross,FAMILY,4.1,59729,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"June 27, 2018",3.46,4.2 and up
440,Barbie Life™,FAMILY,3.9,133117,63M,"5,000,000+",Free,0,Everyone,Casual;Pretend Play,"July 12, 2018",2.6,4.1 and up
441,Hello Kitty Lunchbox,FAMILY,4.2,51838,15M,"5,000,000+",Free,0,Everyone,Casual;Creativity,"November 21, 2017",1.6,4.1 and up
442,COOKING MAMA Let's Cook!,FAMILY,4.3,528745,59M,"10,000,000+",Free,0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up
443,Fun Kid Racing,FAMILY,4.0,79667,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"August 3, 2018",3.52,4.2 and up
444,ABCmouse.com,FAMILY,4.3,50887,91M,"5,000,000+",Free,0,Everyone,Education;Education,"July 3, 2018",7.2.0,4.4 and up
445,Essential Anatomy 3,MEDICAL,4.1,1533,42M,"50,000+",Paid,$11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up
446,Diabetes & Diet Tracker,MEDICAL,4.6,395,19M,"1,000+",Paid,$9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up
447,GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158,11M,"1,000,000+",Free,0,Everyone,Medical,"July 26, 2018",5.4.8,4.1 and up
448,FollowMyHealth®,MEDICAL,4.6,73118,37M,"1,000,000+",Free,0,Everyone,Medical,"May 10, 2018",3.3,4.4 and up
449,Blood Pressure,MEDICAL,4.2,33033,7.4M,"5,000,000+",Free,0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up
450,Doctor On Demand,MEDICAL,4.7,18674,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",3.25.0,4.4 and up
451,BioLife Plasma Services,MEDICAL,3.5,250,23M,"100,000+",Free,0,Everyone,Medical,"July 9, 2018",1.2.0,4.4 and up
452,Anthem Anywhere,MEDICAL,2.7,2657,24M,"500,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up
453,Blood Donor,MEDICAL,4.2,4476,20M,"500,000+",Free,0,Everyone,Medical,"July 31, 2018",1.6.2,4.1 and up
454,1800 Contacts - Lens Store,MEDICAL,4.7,23160,26M,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up
455,Blood Pressure Log - MyDiary,MEDICAL,4.7,8348,2.6M,"500,000+",Free,0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up
456,CVS Caremark,MEDICAL,3.5,3707,10M,"500,000+",Free,0,Everyone,Medical,"July 28, 2018",4.36,4.4 and up
457,Ada - Your Health Guide,MEDICAL,4.7,87418,14M,"1,000,000+",Free,0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up
458,All Mental disorders,MEDICAL,4.5,453,11M,"100,000+",Free,0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up
459,Delta Dental,MEDICAL,3.0,914,Varies with device,"100,000+",Free,0,Everyone,Medical,"July 17, 2018",4.6.0,5.0 and up
460,Drugs.com Medication Guide,MEDICAL,4.4,15875,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"May 22, 2018",Varies with device,4.4 and up
461,HealtheLife,MEDICAL,3.6,190,7.7M,"100,000+",Free,0,Everyone,Medical,"January 2, 2018",2.4.0,4.4 and up
462,Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167,16M,"1,000,000+",Free,0,Everyone,Medical,"July 18, 2018",2.0,4.1 and up
463,Baritastic - Bariatric Tracker,MEDICAL,4.7,4318,12M,"100,000+",Free,0,Everyone,Medical,"July 26, 2018",1.3.185,4.1 and up
464,Epocrates Plus,MEDICAL,4.3,23889,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"July 10, 2018",Varies with device,4.0 and up
465,Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9M,"100,000+",Free,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up
466,Davis's Drug Guide for Nurses,MEDICAL,4.5,572,44M,"50,000+",Free,0,Everyone,Medical,"July 13, 2018",4.3.2.315,4.4 and up
467,Diabetes:M,MEDICAL,4.6,15545,Varies with device,"100,000+",Free,0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device
468,HESI A2 Pocket Prep,MEDICAL,4.3,2108,28M,"50,000+",Free,0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up
469,Davis's Drug Guide,MEDICAL,3.9,272,6.4M,"50,000+",Free,0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up
470,Free Hypnosis,MEDICAL,4.2,4303,Varies with device,"100,000+",Free,0,Everyone,Medical,"September 6, 2016",Varies with device,Varies with device
471,Dosecast - Medication Reminder,MEDICAL,4.3,4107,Varies with device,"100,000+",Free,0,Everyone,Medical,"April 17, 2018",Varies with device,Varies with device
472,Anthem BC Anywhere,MEDICAL,2.6,496,24M,"100,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up
473,High Blood Pressure Symptoms,MEDICAL,4.0,531,2.3M,"100,000+",Free,0,Everyone,Medical,"January 18, 2015",1.0,3.0 and up
474,Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4M,"1,000,000+",Free,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up
475,Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86M,"10,000+",Free,0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up
476,BELONG Beating Cancer Together,MEDICAL,4.7,623,20M,"50,000+",Free,0,Teen,Medical,"July 29, 2018",4.0.5,4.3 and up
477,ConnectLine,MEDICAL,3.1,253,4.2M,"50,000+",Free,0,Everyone,Medical,"September 12, 2016",1.3.4,2.3.3 and up
478,Facebook,SOCIAL,4.1,78158306,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device
479,Facebook Lite,SOCIAL,4.3,8606259,Varies with device,"500,000,000+",Free,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device
480,All Social Networks,SOCIAL,4.2,22492,1.5M,"1,000,000+",Free,0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up
481,Google+,SOCIAL,4.2,4831125,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"July 26, 2018",Varies with device,Varies with device
482,"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3M,"5,000,000+",Free,0,Everyone,Social,"June 13, 2018",5.1.1,4.1 and up
483,Amino: Communities and Chats,SOCIAL,4.8,1259075,62M,"10,000,000+",Free,0,Teen,Social,"July 20, 2018",1.8.19179,4.0.3 and up
484,Facebook Local,SOCIAL,4.2,4751,Varies with device,"1,000,000+",Free,0,Teen,Social,"June 30, 2018",13.0,4.1 and up
485,HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8M,"10,000,000+",Free,0,Mature 17+,Social,"June 8, 2016",8.00.752746,4.4 and up
486,Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.5,57146,Varies with device,"1,000,000+",Free,0,Everyone,Social,"July 27, 2018",Varies with device,4.0.3 and up
487,Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device
488,"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725,35M,"10,000,000+",Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up
489,Blogger,SOCIAL,3.7,138026,2.7M,"5,000,000+",Free,0,Mature 17+,Social,"February 29, 2016",2.1.3,2.1 and up
490,Bloglovin',SOCIAL,3.9,8936,Varies with device,"500,000+",Free,0,Everyone,Social,"May 18, 2017",Varies with device,Varies with device
491,Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1M,"100,000+",Free,0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up
492,Banjo,SOCIAL,4.2,58341,9.3M,"1,000,000+",Free,0,Everyone,Social,"July 25, 2015",4.6.2.0,2.3 and up
493,Frontback - Social Photos,SOCIAL,3.8,19446,Varies with device,"1,000,000+",Free,0,Mature 17+,Social,"December 1, 2017",3.4.5,4.0.3 and up
494,Couple - Relationship App,SOCIAL,4.0,33249,8.4M,"1,000,000+",Free,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up
495,"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722,Varies with device,"10,000,000+",Free,0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device
496,Amazon for Tablets,SHOPPING,4.0,141613,22M,"10,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up
497,"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device
498,Amazon Shopping,SHOPPING,4.3,909226,42M,"100,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up
499,Flipp - Weekly Shopping,SHOPPING,4.6,85858,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device
500,GS SHOP,SHOPPING,3.8,44255,15M,"10,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",6.0.4,4.1 and up
501,Family Dollar,SHOPPING,4.3,2588,21M,"1,000,000+",Free,0,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up
502,11st,SHOPPING,3.8,48732,20M,"10,000,000+",Free,0,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up
503,Flipkart Online Shopping App,SHOPPING,4.4,6012719,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device
504,CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187,25M,"1,000,000+",Free,0,Everyone,Shopping,"June 21, 2018",4.89,4.3 and up
505,Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device
506,Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device
507,Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14M,"500,000+",Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up
508,"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,"50,000,000+",Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device
509,"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253,31M,"1,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up
510,FidMe Loyalty Cards & Deals at Grocery Supermarket,SHOPPING,4.2,33758,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"August 6, 2018",Varies with device,Varies with device
511,HauteLook,SHOPPING,4.1,7193,7.3M,"500,000+",Free,0,Everyone,Shopping,"July 13, 2018",5.0.2,4.4 and up
512,Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15M,"10,000,000+",Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up
513,ASOS,SHOPPING,4.7,181798,22M,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up
514,Find&Save - Local Shopping,SHOPPING,4.0,4602,6.2M,"500,000+",Free,0,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up
515,Boxed Wholesale,SHOPPING,3.8,6380,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"August 2, 2018",Varies with device,Varies with device
516,FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,"1,000,000+",Free,0,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up
517,Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159,36M,"500,000+",Free,0,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up
518,Google Photos,PHOTOGRAPHY,4.5,10858556,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device
519,HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,38953,9.7M,"5,000,000+",Free,0,Everyone,Photography,"July 26, 2018",2.2.4,4.2 and up
520,"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142634,22M,"10,000,000+",Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up
521,Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804,Varies with device,"50,000,000+",Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up
522,HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841,7.7M,"1,000,000+",Free,0,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up
523,B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282578,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up
